"id"	"Lib151Humandendritic0hrLPSrep1_IP"	"Lib151Humandendritic0hrLPSrep2_IP"	"Lib151Humandendritic0hrLPSrep3_IP"	"Lib151Humandendritic3hrLPSrep1_IP"	"Lib151Humandendritic3hrLPSrep2_IP"	"Lib151Humandendritic3hrLPSrep3_IP"	"Lib151Humandendritic6hrLPSrep1_IP"	"Lib151Humandendritic6hrLPSrep2_IP"	"Lib151Humandendritic6hrLPSrep3_IP"	"geneSymbol"	"name"	"desc"	"txLength"
14750	1540	1382	1520	2919	2792	2387.96	2348	1693	1586	"Slc23a2"	"uc008mmi.1"	"solute carrier family 23 member 2"	6364
14751	303	338	356	208	206	163	393	315	309	"5730494N06Rik"	"uc008mmk.2"	"hypothetical protein LOC70612"	1593
14752	4264	3508	3636	2929	2862	2668.98	1933	1633	2058	"Pcna"	"uc008mml.1"	"proliferating cell nuclear antigen"	1260
14753	1	2	2	0	0	0	1	1	0	"AK007836"	"uc008mmm.1"	"Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810049A24 product:unclassifiable, full insert sequence."	494
14754	2715.46	1973.08	2044.45	934.14	1115.86	924.26	1254.62	1135.96	1221.62	"Cds2"	"uc008mmo.1"	"phosphatidate cytidylyltransferase 2"	8278
14755	0	0	1	0	0.99	0	0	0	0.92	"Prokr2"	"uc008mmq.2"	"prokineticin receptor 2"	4533
14756	0.94	0	2.1	1.31	0	1.85	0	1	2.99	"AK161431"	"uc008mms.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930431B20 product:unclassifiable, full insert sequence."	2033
14757	439	524	626	302	271	188	246	258.97	237	"Gpcpd1"	"uc008mmw.1"	"putative glycerophosphocholine phosphodiesterase"	3703
14758	0	1	0	0	0	0	0	0	0	"AU019990"	"uc012ces.1"	"Mus musculus in vitro fertilized eggs cDNA, RIKEN full-length enriched library, clone:7420435F01 product:unclassifiable, full insert sequence."	2061
14759	76	68	95	13	15	13	44	31	39	"1110034G24Rik"	"uc012cet.1"	"hypothetical protein LOC73747"	1471
14760	0	0	0	1	1	1	0	1	1	"Chgb"	"uc008mnf.1"	"secretogranin-1 precursor"	2733
14761	339	340	377	160	188	169	161	128.15	133	"Trmt6"	"uc008mng.1"	"tRNA (adenine-N(1)-)-methyltransferase"	2820
14762	151	119.81	129	26.69	24.22	20.47	27.86	28.12	22.46	"Mcm8"	"uc008mni.1"	"DNA replication licensing factor MCM8"	3194
14763	216	245	257	135	128	123	124	124	129	"Crls1"	"uc008mnk.1"	"cardiolipin synthase isoform 1"	1907
14764	2	0	0	0	0	0	0	0	0	"Lrrn4"	"uc008mnn.1"	"leucine-rich repeat neuronal protein 4"	3475
14765	0	0.95	0	0	0	0	0	0	2.13	"Fermt1"	"uc008mno.1"	"fermitin family homolog 1"	5255
14766	0	0	0	0	0	0	0	0	0	"AK040035"	"uc008mnq.1"	"Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430048G15 product:unclassifiable, full insert sequence."	627
14767	2	1	1	7	10	10	4	4	11	"Bmp2"	"uc008mnr.1"	"bone morphogenetic protein 2 precursor"	2515
14768	0	0	0	0	0	0	0	0	0	"Hao1"	"uc008mns.1"	"hydroxyacid oxidase 1"	2029
14769	180.04	163.04	139.73	58.19	75.29	47.8	56.4	48.92	76.07	"Tmx4"	"uc008mnt.1"	"thioredoxin-related transmembrane protein 4"	5143
14770	39.6	16	10.77	37.53	17	17.24	12.09	4.24	16.36	"Plcb1"	"uc008mny.2"	"1-phosphatidylinositol-4,5-bisphosphate"	6998
14771	1.53	0	1.24	0	0	0	0	0	0	"Plcb1"	"uc008mnv.2"	"Mus musculus phospholipase C beta-1 (Plcb1) mRNA, partial cds."	1796
14772	0	0	0	0	0	0	0	0	0	"9630028H03Rik"	"uc008moa.2"	"Mus musculus 16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630028H03 product:unclassifiable, full insert sequence."	2288
14773	3.22	4	2	1	7	4	9.05	6.7	1	"Plcb4"	"uc008mod.1"	"1-phosphatidylinositol-4,5-bisphosphate"	3692
14774	0	0	0	0	0	0	0	0	0	"6330527O06Rik"	"uc008mog.1"	"LAMP family protein C20orf103 homolog precursor"	1955
14775	0	0	0	0	0	0	0	0	0	"Pak7"	"uc008moh.1"	"serine/threonine-protein kinase PAK 7"	4773
14776	0	0	0	1	0	0	0	0	0	"Ankrd5"	"uc008mom.1"	"ankyrin repeat domain-containing protein 5"	2757
14777	1.31	0	0	0	0	1.66	0	1.29	0	"Snap25"	"uc008mop.1"	"synaptosomal-associated protein 25"	2119
14778	278	340.99	429	195	180	165	259	323	263	"Mkks"	"uc008mot.2"	"McKusick-Kaufman/Bardet-Biedl syndromes putative"	2958
14779	107	107	136	372.35	336.14	234	771.37	616	462.69	"2210009G21Rik"	"uc008mow.1"	"hypothetical protein LOC74243 isoform 1"	2822
14780	151.99	189	207	524	610	508	471	388	468	"Jag1"	"uc008moz.1"	"protein jagged-1 precursor"	5297
14781	55	31	29	14	17	13	24	25	34	"Btbd3"	"uc008mpb.1"	"BTB/POZ domain-containing protein 3 isoform 1"	4940
14782	0	0	0	0	0	0	0	0	0	"AK042765"	"uc008mpc.1"	"Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730022E18 product:unclassifiable, full insert sequence."	1265
14783	0	0	0	0	0	0	0	0	0	"Mir1952"	"uc012cex.1"	"Mus musculus microRNA 1952 (Mir1952), microRNA."	79
14784	0	0	0	0	0	0	0	0	0	"Sptlc3"	"uc008mpe.1"	"serine palmitoyltransferase 3"	2759
14785	0	0	1	2	1	1	0	0	1	"Ism1"	"uc012cey.1"	"isthmin-1 precursor"	2944
14786	46	51	62	20	29	11	28	14	21	"Tasp1"	"uc008mpi.2"	"threonine aspartase 1 isoform a"	2238
14787	234	267	280	213	235	184	185	180	189	"Esf1"	"uc008mpn.1"	"ESF1 homolog"	3392
14788	127	121	118	66	62	54	73	53	55	"2310003L22Rik"	"uc008mpo.2"	"probable methyltransferase C20orf7 homolog,"	2732
14789	0	0	0	0	0	0	0	0	0	"Sel1l2"	"uc008mpq.1"	"protein sel-1 homolog 2 precursor"	2219
14790	1.38	0	1.4	0	0	0	0	0	0	"Macrod2"	"uc008mpt.1"	"MACRO domain-containing protein 2 isoform 2"	3557
14791	11.62	10	14.6	4	3	3	0	1	7	"Macrod2"	"uc008mpv.1"	"MACRO domain-containing protein 2 isoform 1"	1893
14792	453	499	472	1592	1170	1027	363	351	326	"Flrt3"	"uc012cfb.1"	"fibronectin leucine rich transmembrane protein"	3984
14793	503	319	330	203	215	193	190	149	172	"Kif16b"	"uc008mpz.1"	"kinesin family member 16B"	5445
14794	0	0	0	0	0	0	0	0	0	"AK015749"	"uc008mqa.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930511F01 product:unclassifiable, full insert sequence."	495
14795	384	530	634	450	445	400	402.99	470	396	"Snrpb2"	"uc008mqb.1"	"U2 small nuclear ribonucleoprotein B''"	1230
14796	0	0	0	0	0	0	0	0	0	"Otor"	"uc008mqc.1"	"otoraplin precursor"	916
14797	0	1	0	0	0	0	0	0	0	"AK035754"	"uc008mqd.1"	"Mus musculus 16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630001H09 product:proprotein convertase subtilisin/kexin type 2, full insert sequence."	4233
14798	3.4	3.18	3.96	1.17	17.09	3.07	1.06	2.34	4	"Pcsk2"	"uc008mqf.2"	"neuroendocrine convertase 2 precursor"	4743
14799	0	0	0	0	0	0	0	0	0	"AK034766"	"uc008mqg.1"	"Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430032N09 product:unclassifiable, full insert sequence."	3370
14800	69	24	39	13	3	9	6	2	6	"Bfsp1"	"uc008mqh.1"	"filensin"	2372
14801	4270	4868	4603	7564	7203	6450.93	5137.8	4900	5310	"Dstn"	"uc008mqi.2"	"destrin"	1900
14802	7185	4408.39	4349.76	5639.24	7273.85	6992.09	10124	8064.98	8581.27	"Rrbp1"	"uc008mqj.1"	"ribosome-binding protein 1 isoform a"	5177
14803	0	0	0	0	0	1	0	0	0	"Banf2"	"uc008mqo.1"	"barrier-to-autointegration factor-like protein"	409
14804	0	0	0	0	0	0	0	0	0	"AK085768"	"uc008mqp.1"	"Mus musculus 16 days neonate heart cDNA, RIKEN full-length enriched library, clone:D830006B11 product:unclassifiable, full insert sequence."	771
14805	5777.19	5572	6298	2789	2282	2027	1514	1368	1639	"Snx5"	"uc008mqq.2"	"sorting nexin-5"	2419
14806	15	46	35	17	27	17	9	16	24	"Snord17"	"uc012cfg.1"	"Mus musculus small nucleolar RNA, C/D box 17 (Snord17), small nucleolar RNA."	221
14807	178	133	139	28	37	29	63	48	61.06	"8430406I07Rik"	"uc008mqt.1"	"hypothetical protein LOC74528"	2707
14808	40	35	36	9	15	21	8	5	5	"Ovol2"	"uc008mqx.1"	"transcription factor Ovo-like 2 isoform A"	1472
14809	928	676	701	167	205	175	292	226	260	"Csrp2bp"	"uc008mqy.2"	"cysteine-rich protein 2-binding protein isoform"	3800
14810	6	2	1	0	0	0	2	0	2	"LOC668917"	"uc008mrb.2"	"Mus musculus adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530016A12 product:hypothetical protein, full insert sequence."	1079
14811	0	0	0	0	0	0	0	0	0	"AF332090"	"uc008mrc.1"	"Mus musculus strain ISS zinc finger protein 133-like protein mRNA, partial sequence."	1557
14812	2.41	5.05	5.49	4.86	6.68	2.5	4.51	8.75	6.72	"6330439K17Rik"	"uc008mrd.1"	"ankyrin repeat-containing protein C20orf12"	6831
14813	140.07	149.72	151.41	88.91	121.09	99.13	89.02	76.85	63.77	"Polr3f"	"uc008mrg.1"	"DNA-directed RNA polymerase III subunit RPC6"	4160
14814	104	92	104	19	35	22	67	56	56	"Rbbp9"	"uc008mri.1"	"putative hydrolase RBBP9"	2160
14815	806	694	712	1068	1032	901	1618	1229	1223	"Sec23b"	"uc008mrl.1"	"protein transport protein Sec23B"	2752
14816	62	79	83	32	35	24	20	33	35	"Gm561"	"uc008mrn.1"	"hypothetical protein LOC228715"	459
14817	56	58	60	59	55	62.4	76	58	51	"Dtd1"	"uc008mro.2"	"D-tyrosyl-tRNA(Tyr) deacylase 1"	1283
14818	0	0	0	0	0	0	0	0	0	"1700010M22Rik"	"uc008mrp.1"	"hypothetical protein LOC66328"	750
14819	7	18	16	12	15	13	13	9	14	"Slc24a3"	"uc008mrr.1"	"sodium/potassium/calcium exchanger 3"	3422
14820	0	0	0	0	0	0	0	0	0	"Gm14092"	"uc008mrs.1"	"hypothetical protein LOC627302"	1814
14821	5.58	1.95	0	0	4.02	4.19	0.73	2.95	2.85	"AK031463"	"uc008mrt.1"	"Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030436K07 product:unclassifiable, full insert sequence."	2595
14822	1662	1521	1557	2038	2005.99	1848	2238.99	2026	1745	"Rin2"	"uc008mrv.2"	"ras and Rab interactor 2"	4657
14823	1005	1087	1228	1251	1062	956	1217	1508	1255	"Naa20"	"uc008mrx.2"	"N-alpha-acetyltransferase 20, NatB catalytic"	1172
14824	642	581	645	398	428	395	469	455	384	"Crnkl1"	"uc008mrz.1"	"crooked neck-like protein 1"	3111
14825	0	0	1	0	0	0	0.95	0	1	"RP23-125A1.2"	"uc008msf.1"	"SubName: Full=MCG10161, isoform CRA_a; SubName: Full=Novel protein, possible ortholog of H. sapiens chromosome 20 open reading frame 26 C20orf26 (4930529M08Rik);"	2255
14826	0	0	0	0	0	0	0	0	0	"4930529M08Rik"	"uc008msg.1"	"Mus musculus RIKEN cDNA 4930529M08 gene, mRNA (cDNA clone IMAGE:5363184), partial cds."	2036
14827	7.95	2.02	4.01	7.07	6.99	4.02	6.02	3.13	1	"Insm1"	"uc008msh.2"	"insulinoma-associated protein 1"	3022
14828	272.65	262.35	272.5	520.45	550.93	404.9	190.13	171.26	148.06	"Ralgapa2"	"uc008msj.2"	"ral GTPase-activating protein subunit alpha-2"	9610
14829	120	88	116	29	23	23	22	18	29	"Plk1s1"	"uc008mso.1"	"centrosomal protein kizuna"	2150
14830	895	826	798	1527	1565	1244	1397.99	1087	1044	"Xrn2"	"uc008msr.1"	"5'-3' exoribonuclease 2"	3367
14831	1	0	2	0	0	1	0	0	0	"Nkx2-4"	"uc008mss.1"	"homeobox protein Nkx-2.4"	1065
14832	0	0	0	0	0	0	0	0	0	"Nkx2-2"	"uc008msu.1"	"homeobox protein Nkx-2.2 isoform 1"	2049
14833	0	0	0	0	0	0	0	0	0	"Nkx2-2as"	"uc012cfm.1"	"Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230323J04 product:NK2 transcription factor related, locus 2 (Drosophila), full insert sequence."	4345
14834	0	0	0	0	0	0	0	0	0	"Aspax1"	"uc008msv.1"	"Mus musculus Aspax1 mRNA, partial sequence, IMAGE clone:789910."	733
14835	1.44	0	0	0	0	0	0	0.88	2.16	"Pax1"	"uc008msx.2"	"paired box protein Pax-1"	2638
14836	0	0	0	0	0	0	0	0	0	"AK079921"	"uc008msz.1"	"Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530006G24 product:hypothetical protein, full insert sequence."	1331
14837	0	1	0	0	0	0	0	0	0	"Foxa2"	"uc008mtb.1"	"hepatocyte nuclear factor 3-beta"	2127
14838	0	0	1	2	4	2	4	1	1	"Sstr4"	"uc008mtc.1"	"somatostatin receptor type 4"	1388
14839	42	29	33	9	11	7	9	9	9	"Thbd"	"uc008mtd.2"	"thrombomodulin precursor"	3718
14840	1157.83	803.77	712.07	189.58	332.44	290.05	114.83	135.91	263.78	"Cd93"	"uc008mte.1"	"complement component C1q receptor"	6638
14841	376	374	442	98	105	118	181	230	192	"Nxt1"	"uc008mtf.2"	"NTF2-related export protein 1"	966
14842	422	343	341	156	148	130	202	209	178	"Gzf1"	"uc008mtg.2"	"GDNF-inducible zinc finger protein 1"	4135
14843	13.02	11	9	2	3.03	5.05	7.01	2	4.03	"Napb"	"uc008mti.1"	"beta-soluble NSF attachment protein"	3693
14844	0	0	0	0	0	0	0	0	0	"Cstl1"	"uc008mtj.1"	"cystatin-like 1 isoform 3"	610
14845	0	0	0	0	0	0	0	0	0	"Cst11"	"uc008mtl.1"	"cystatin-11 precursor"	606
14846	0	0	0	0	0	0	0	0	0	"8030411F24Rik"	"uc008mtm.1"	"cystatin-14 precursor"	601
14847	0	0	0	0	0	0	0	0	0	"Cst12"	"uc008mtn.2"	"cystatin-12"	546
14848	0	0	0	0	0	0	0	0	0	"Cst8"	"uc008mto.1"	"cystatin-8 precursor"	703
14849	0	0	0	0	0	0	0	0	0	"Cst13"	"uc008mtq.1"	"cystatin-13 precursor"	765
14850	0	0	0	0	0	0	0	0	0	"Cst9"	"uc008mtr.1"	"cystatin-9 precursor"	686
14851	0	0	0	0	0	0	0	0	0	"9230104L09Rik"	"uc008mts.2"	"cystatin E2"	658
14852	18262.35	23030.96	26692.48	16946	22695.54	22586.98	22192	34738	28765.77	"Cst3"	"uc008mtt.1"	"cystatin-C precursor"	742
14853	0	0	0	0	0	0	0	0	0	"Cst10"	"uc008mtu.1"	"cystatin-D"	789
14854	0	0	0	0	0	0	0	0	0	"AK086556"	"uc008mtv.1"	"Mus musculus 15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930036L24 product:unclassifiable, full insert sequence."	1255
14855	0	0	0	0	0	0	0	0	0	"Tmem90b"	"uc012cfp.1"	"transmembrane protein 90B"	2055
14856	212.39	156.59	163.9	73.35	61.94	45.95	78.82	71.5	78.83	"Zfp120"	"uc008mtx.1"	"zinc finger protein 120 isoform 1"	4096
14857	0.39	1.9	1.18	0	0	0	1.74	1.42	0	"Gm14139"	"uc012cfr.1"	"zinc finger protein RP23-11F9.3-001"	1728
14858	61.66	56.04	62.32	38.2	60.88	59.81	55.72	46.32	59.6	"Zfp937"	"uc012cfs.1"	"zinc finger protein family member"	6920
14859	3.61	4.87	2.08	0	2	0	1.31	2.4	0	"Gm14124"	"uc012cft.1"	"zinc finger protein family member"	3018
14860	19.88	8.84	11.41	9.59	4.89	3.21	8.89	1.01	5.75	"ZIPO-III"	"uc012cfu.1"	"SubName: Full=Zinc-finger protein in podocyte III;"	1797
14861	24.46	17.84	13.96	1.65	5.96	5.02	4.84	6.74	7.62	"Zfp442"	"uc008mua.2"	"zinc finger protein 442"	2766
14862	4.54	1.22	6.93	4.49	3.06	3.24	4.77	4.05	3.8	"Zfp345"	"uc008mub.1"	"zinc finger protein 345"	2706
14863	46	50	50	355	452	405	882	1000	928	"Cst7"	"uc008muc.2"	"cystatin-F precursor"	986
14864	329	385.98	461	572	597	447	513	576	511	"2310001A20Rik"	"uc008mud.1"	"adipocyte plasma membrane-associated protein"	2190
14865	204.36	173.13	205	129.24	151.65	128.05	308.49	287.97	272.07	"Acss1"	"uc008muf.2"	"acetyl-coenzyme A synthetase 2-like,"	3594
14866	1	3	1	0	1	0	0	0	0	"AK042041"	"uc008mug.1"	"Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630054C05 product:unclassifiable, full insert sequence."	629
14867	0	1	0	0	0	0	0	0	0	"Vsx1"	"uc008muh.1"	"visual system homeobox 1"	3566
14868	214.37	156.03	166.06	20.98	29.02	18.79	35.03	28.08	47	"Entpd6"	"uc012cfv.1"	"ectonucleoside triphosphate diphosphohydrolase"	2500
14869	889	628	638	342.95	430.96	370	531.98	424	445	"Pygb"	"uc008mul.1"	"glycogen phosphorylase, brain form"	3838
14870	2325.44	2130.06	2480.7	1430.17	1451.99	1410.95	1770.06	1780.35	1719.25	"Abhd12"	"uc008muo.2"	"monoacylglycerol lipase ABHD12"	1967
14871	150	193	205	59	52	46	91	79	72	"Gins1"	"uc008mus.2"	"DNA replication complex GINS protein PSF1"	1087
14872	9	14	13	11	17	26	27	19	15	"Ninl"	"uc008mut.2"	"ninein-like protein"	5093
14873	109	93	112	23	31	28	29	27	32	"Nanp"	"uc008muv.2"	"N-acylneuraminate-9-phosphatase"	1375
14874	0	0	1	0	0	0	0	0	0	"AK079657"	"uc012cfw.1"	"Mus musculus 16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130094D17 product:unclassifiable, full insert sequence."	1993
14875	0	0	0	0	0	0	0	0	0	"Gm14151"	"uc008muw.1"	"hypothetical protein LOC433486"	2672
14876	0	0	0	0	0	0	0	0	0	"Gm14151"	"uc008mux.1"	"hypothetical protein LOC433486"	2672
14877	0	0	0	0	0	0	0	0	0	"DQ546624"	"uc008muy.1"	"DQ546624"	28
14878	0	0	0	0	0	0	0	0	0	"DQ695213"	"uc008muz.1"	"DQ695213"	53
14879	0	0	0	0	0	0	0	0	0	"DQ552305"	"uc008mva.1"	"DQ552305"	54
14880	0	0	0	0	0	0	0	0	0	"DQ563230"	"uc008mvb.1"	"DQ563230"	36
14881	0	0	0	0	0	0	0	0	0	"DQ698463"	"uc008mvc.1"	"DQ698463"	30
14882	0	0	0	0	0	0	0	0	0	"DQ715968"	"uc008mvd.1"	"DQ715968"	108
14883	0	0	0	0	0	0	0	0	0	"DQ556681"	"uc008mve.1"	"DQ556681"	43
14884	0	0	0	0	0	0	0	0	0	"DQ548964"	"uc008mvf.1"	"DQ548964"	81
14885	0	0	0	0	0	0	0	0	0	"DQ569722"	"uc008mvg.1"	"DQ569722"	85
14886	0	0	0	0	0	0	0	0	0	"DQ553114"	"uc008mvh.1"	"DQ553114"	29
14887	0	0	0	0	0	0	0	0	0	"DQ545645"	"uc008mvi.1"	"DQ545645"	75
14888	0	0	0	0	0	0	0	0	0	"DQ696806"	"uc008mvj.1"	"DQ696806"	29
14889	0	0	0	0	0	0	0	0	0	"DQ705092"	"uc008mvk.1"	"DQ705092"	30
14890	0	0	0	0	0	0	0	0	0	"DQ701380"	"uc008mvl.1"	"DQ701380"	36
14891	0	0	0	0	0	0	0	0	0	"DQ564276"	"uc008mvm.1"	"DQ564276"	55
14892	0	0	0	0	0	0	0	0	0	"DQ545773"	"uc008mvn.1"	"DQ545773"	31
14893	0	0	0	0	0	0	0	0	0	"DQ544285"	"uc008mvo.1"	"DQ544285"	81
14894	0	0	0	0	0	0	0	0	0	"DQ706549"	"uc008mvp.1"	"DQ706549"	47
14895	0	0	0	0	0	0	0	0	0	"DQ715600"	"uc008mvq.1"	"DQ715600"	41
14896	0	0	0	0	0	0	0	0	0	"DQ692840"	"uc008mvr.1"	"DQ692840"	29
14897	0	0	0	0	0	0	0	0	0	"DQ549625"	"uc008mvs.1"	"DQ549625"	40
14898	0	0	0	0	0	0	0	0	0	"DQ702089"	"uc008mvt.1"	"DQ702089"	41
14899	0	0	0	0	0	0	0	0	0	"DQ702193"	"uc008mvu.1"	"DQ702193"	34
14900	0	0	0	0	0	0	0	0	0	"DQ692312"	"uc008mvv.1"	"DQ692312"	30
14901	0	0	0	0	0	0	0	0	0	"DQ706049"	"uc008mvw.1"	"DQ706049"	83
14902	0	0	0	0	0	0	0	0	0	"DQ724380"	"uc008mvx.1"	"DQ724380"	42
14903	0	0	0	0	0	0	0	0	0	"DQ694656"	"uc008mvy.1"	"DQ694656"	32
14904	0	0	0	0	0	0	0	0	0	"DQ721839"	"uc008mvz.1"	"DQ721839"	66
14905	0	0	0	0	0	0	0	0	0	"DQ706406"	"uc008mwa.1"	"DQ706406"	44
14906	0	0	0	0	0	0	0	0	0	"DQ560661"	"uc008mwb.1"	"DQ560661"	43
14907	0	0	0	0	0	0	0	0	0	"DQ708697"	"uc008mwc.1"	"DQ708697"	105
14908	0	0	0	0	0	0	0	0	0	"DQ545846"	"uc008mwd.1"	"DQ545846"	32
14909	0	0	0	0	0	0	0	0	0	"DQ725656"	"uc008mwe.1"	"DQ725656"	31
14910	0	0	0	0	0	0	0	0	0	"DQ569753"	"uc008mwf.1"	"DQ569753"	31
14911	0	0	0	0	0	0	0	0	0	"DQ717083"	"uc008mwg.1"	"DQ717083"	32
14912	0	0	0	0	0	0	0	0	0	"DQ692337"	"uc008mwh.1"	"DQ692337"	107
14913	0	0	0	0	0	0	0	0	0	"DQ540716"	"uc008mwi.1"	"DQ540716"	31
14914	0	0	0	0	0	0	0	0	0	"DQ715333"	"uc008mwj.1"	"DQ715333"	30
14915	0	0	0	0	0	0	0	0	0	"DQ708205"	"uc008mwk.1"	"DQ708205"	31
14916	0	0	0	0	0	0	0	0	0	"DQ708683"	"uc008mwl.1"	"DQ708683"	45
14917	0	0	0	0	0	0	0	0	0	"DQ717047"	"uc008mwm.1"	"DQ717047"	32
14918	0	0	0	0	0	0	0	0	0	"DQ692750"	"uc008mwn.1"	"DQ692750"	35
14919	0	0	0	0	0	0	0	0	0	"DQ721504"	"uc008mwo.1"	"DQ721504"	31
14920	0	0	0	0	0	0	0	0	0	"DQ715099"	"uc008mwp.1"	"DQ715099"	36
14921	0	0	0	0	0	0	0	0	0	"DQ723308"	"uc008mwq.1"	"DQ723308"	31
14922	0	0	0	0	0	0	0	0	0	"DQ709682"	"uc008mwr.1"	"DQ709682"	52
14923	0	0	0	0	0	0	0	0	0	"DQ713064"	"uc008mws.1"	"DQ713064"	30
14924	0	0	0	0	0	0	0	0	0	"DQ564413"	"uc008mwt.1"	"DQ564413"	58
14925	0	0	0	0	0	0	0	0	0	"DQ702374"	"uc008mwu.1"	"DQ702374"	54
14926	0	0	0	0	0	0	0	0	0	"DQ717984"	"uc008mwv.1"	"DQ717984"	32
14927	0	0	0	0	0	0	0	0	0	"DQ541958"	"uc008mww.1"	"DQ541958"	37
14928	0	0	0	0	0	0	0	0	0	"DQ702540"	"uc008mwx.1"	"DQ702540"	41
14929	0	0	0	0	0	0	0	0	0	"DQ708570"	"uc008mwy.1"	"DQ708570"	35
14930	0	0	0	0	0	0	0	0	0	"DQ703994"	"uc008mwz.1"	"DQ703994"	62
14931	0	0	0	0	0	0	0	0	0	"DQ702516"	"uc008mxa.1"	"DQ702516"	29
14932	0	0	0	0	0	0	0	0	0	"DQ564838"	"uc008mxb.1"	"DQ564838"	58
14933	0	0	0	0	0	0	0	0	0	"DQ686130"	"uc008mxc.1"	"DQ686130"	39
14934	0	0	0	0	0	0	0	0	0	"DQ539905"	"uc008mxd.1"	"DQ539905"	30
14935	0	0	0	0	0	0	0	0	0	"DQ711486"	"uc008mxe.1"	"DQ711486"	28
14936	0	0	0	0	0	0	0	0	0	"DQ689451"	"uc008mxf.1"	"DQ689451"	38
14937	0	0	0	0	0	0	0	0	0	"DQ710249"	"uc008mxg.1"	"DQ710249"	41
14938	0	0	0	0	0	0	0	0	0	"DQ697774"	"uc008mxh.1"	"DQ697774"	51
14939	0	0	0	0	0	0	0	0	0	"DQ711460"	"uc008mxi.1"	"DQ711460"	58
14940	0	0	0	0	0	0	0	0	0	"DQ692397"	"uc008mxj.1"	"DQ692397"	106
14941	0	0	0	0	0	0	0	0	0	"DQ691258"	"uc008mxk.1"	"DQ691258"	37
14942	0	0	0	0	0	0	0	0	0	"DQ692889"	"uc008mxl.1"	"DQ692889"	29
14943	0	0	0	0	0	0	0	0	0	"DQ715854"	"uc008mxm.1"	"DQ715854"	62
14944	0	0	0	0	0	0	0	0	0	"DQ708946"	"uc008mxn.1"	"DQ708946"	64
14945	0	0	0	0	0	0	0	0	0	"DQ564894"	"uc008mxo.1"	"DQ564894"	32
14946	0	0	0	0	0	0	0	0	0	"DQ723677"	"uc008mxp.1"	"DQ723677"	48
14947	0	0	0	0	0	0	0	0	0	"DQ540032"	"uc008mxq.1"	"DQ540032"	31
14948	0	0	0	0	0	0	0	0	0	"DQ693841"	"uc008mxr.1"	"DQ693841"	34
14949	0	0	0	0	0	0	0	0	0	"DQ692422"	"uc008mxs.1"	"DQ692422"	36
14950	0	0	0	0	0	0	0	0	0	"DQ569434"	"uc008mxt.1"	"DQ569434"	36
14951	0	0	0	0	0	0	0	0	0	"DQ725586"	"uc008mxu.1"	"DQ725586"	31
14952	0	0	0	0	0	0	0	0	0	"DQ685946"	"uc008mxv.1"	"DQ685946"	31
14953	0	0	0	0	0	0	0	0	0	"DQ694728"	"uc008mxw.1"	"DQ694728"	32
14954	0	0	0	0	0	0	0	0	0	"DQ706009"	"uc008mxx.1"	"DQ706009"	32
14955	0	0	0	0	0	0	0	0	0	"DQ701393"	"uc008mxy.1"	"DQ701393"	30
14956	0	0	0	0	0	0	0	0	0	"DQ702092"	"uc008mxz.1"	"DQ702092"	31
14957	0	0	0	0	0	0	0	0	0	"DQ711851"	"uc008mya.1"	"DQ711851"	107
14958	0	0	0	0	0	0	0	0	0	"DQ719961"	"uc008myb.1"	"DQ719961"	32
14959	0	0	0	0	0	0	0	0	0	"DQ698563"	"uc008myc.1"	"DQ698563"	31
14960	0	0	0	0	0	0	0	0	0	"DQ705896"	"uc008myd.1"	"DQ705896"	31
14961	0	0	0	0	0	0	0	0	0	"DQ544660"	"uc008mye.1"	"DQ544660"	31
14962	0	0	0	0	0	0	0	0	0	"DQ725943"	"uc008myf.1"	"DQ725943"	105
14963	0	0	0	0	0	0	0	0	0	"DQ692601"	"uc008myg.1"	"DQ692601"	64
14964	0	0	0	0	0	0	0	0	0	"DQ723978"	"uc008myh.1"	"DQ723978"	98
14965	0	0	0	0	0	0	0	0	0	"DQ710007"	"uc008myi.1"	"DQ710007"	32
14966	0	0	0	0	0	0	0	0	0	"DQ716835"	"uc008myj.1"	"DQ716835"	42
14967	0	0	0	0	0	0	0	0	0	"DQ688019"	"uc008myk.1"	"DQ688019"	74
14968	0	0	0	0	0	0	0	0	0	"DQ695014"	"uc008myl.1"	"DQ695014"	30
14969	0	0	0	0	0	0	0	0	0	"DQ701977"	"uc008mym.1"	"DQ701977"	30
